Pair,Ticker1,Ticker2,p_value,n,q_value,rank
AIG-CTVA,AIG,CTVA,0.2996778532792115,404,0.39514549255366493,5892
WELL-WMB,WELL,WMB,0.29977041216990497,404,0.3952004636259956,5893
EQT-LYV,EQT,LYV,0.2999562635751273,403,0.3953783867857421,5894
HCA-VLTO,HCA,VLTO,0.30034479441077155,404,0.39582336009792773,5895
DECK-OMC,DECK,OMC,0.30058879345818695,404,0.39607773683457503,5896
LHX-NEM,LHX,NEM,0.30065313601596166,404,0.3960953389364094,5897
AXP-WFC,AXP,WFC,0.30079049662123486,404,0.39617665350226755,5898
ALL-L,ALL,L,0.30081684631353794,404,0.39617665350226755,5899
LEN-STZ,LEN,STZ,0.30103951051108724,403,0.396376320804176,5900
RVTY-TECH,RVTY,TECH,0.30107049415181397,404,0.396376320804176,5901
COF-NDAQ,COF,NDAQ,0.3011494802704743,404,0.3964131332126931,5902
AXP-MCO,AXP,MCO,0.30139704674448337,404,0.39667180351649856,5903
GD-LDOS,GD,LDOS,0.30165922054437905,404,0.39684543458063093,5904
GLW-WMT,GLW,WMT,0.3016841670208278,403,0.39684543458063093,5905
HST-VTRS,HST,VTRS,0.3017311883906508,404,0.39684543458063093,5906
HOLX-TMO,HOLX,TMO,0.30173329670070625,404,0.39684543458063093,5907
DGX-TMUS,DGX,TMUS,0.3021467522804756,404,0.3973219564094474,5908
CBRE-RF,CBRE,RF,0.3022177971791954,404,0.3973481242655557,5909
DVN-NUE,DVN,NUE,0.3024050406613923,404,0.39752703230090636,5910
BMY-SOLV,BMY,SOLV,0.302503097168318,346,0.3975886587549759,5911
BLK-HBAN,BLK,HBAN,0.30260648702857545,404,0.397654582096,5912
FOX-REG,FOX,REG,0.30267898839018104,404,0.397654582096,5913
ELV-RJF,ELV,RJF,0.30270680892209345,404,0.397654582096,5914
EMR-GS,EMR,GS,0.30296902688246363,403,0.39793176159760946,5915
AEE-IBM,AEE,IBM,0.30325122983174124,403,0.3981788707440669,5916
ISRG-WAB,ISRG,WAB,0.303259670252625,404,0.3981788707440669,5917
EL-WMB,EL,WMB,0.30340729846140213,404,0.3983053906297116,5918
PH-TT,PH,TT,0.30355514314261556,404,0.39840647172325616,5919
AAPL-DOC,AAPL,DOC,0.30370901899515257,404,0.39840647172325616,5920
EQR-MAA,EQR,MAA,0.30383138552225586,403,0.39840647172325616,5921
ANET-CAT,ANET,CAT,0.30384551365459855,404,0.39840647172325616,5922
AEE-PPL,AEE,PPL,0.3038692608168108,403,0.39840647172325616,5923
DTE-PNW,DTE,PNW,0.30387490862865935,404,0.39840647172325616,5924
BIIB-MCHP,BIIB,MCHP,0.3039338471360302,403,0.39840647172325616,5925
FFIV-MDT,FFIV,MDT,0.30395858531458003,403,0.39840647172325616,5926
ED-PNW,ED,PNW,0.30402337647910727,404,0.39840647172325616,5927
AJG-BSX,AJG,BSX,0.3040426015373904,404,0.39840647172325616,5928
AOS-NDSN,AOS,NDSN,0.30406246862977127,404,0.39840647172325616,5929
CMS-NOC,CMS,NOC,0.30409967528882853,404,0.39840647172325616,5930
ANET-GNRC,ANET,GNRC,0.304208959995671,404,0.39848244987461945,5931
PEG-VLTO,PEG,VLTO,0.3043068560283454,404,0.39852590514523445,5932
FITB-IVZ,FITB,IVZ,0.3043447284369515,403,0.39852590514523445,5933
KIM-MTB,KIM,MTB,0.3048541530333386,404,0.399125701873274,5934
BK-WMT,BK,WMT,0.30511088728778923,404,0.3993945212028365,5935
DGX-VRSK,DGX,VRSK,0.3057051436785446,404,0.3999829235308288,5936
AVGO-CEG,AVGO,CEG,0.3057226432961403,404,0.3999829235308288,5937
FITB-MTB,FITB,MTB,0.30576302644539144,403,0.3999829235308288,5938
LYB-REGN,LYB,REGN,0.30576632550516053,404,0.3999829235308288,5939
BXP-KEY,BXP,KEY,0.30611855993817083,404,0.4003762781413551,5940
EIX-PHM,EIX,PHM,0.306242590733243,404,0.4004710801896255,5941
DGX-KO,DGX,KO,0.30633218364841375,404,0.40052082375707276,5942
CRL-JBHT,CRL,JBHT,0.30638723792502126,404,0.4005253998720327,5943
ABT-T,ABT,T,0.3066082802827691,403,0.4006536770996127,5944
CMS-O,CMS,O,0.3066201984075597,404,0.4006536770996127,5945
BRK-B-MO,BRK-B,MO,0.30664007774929813,404,0.4006536770996127,5946
O-REG,O,REG,0.3067941349228903,404,0.40076732793587594,5947
BK-LYV,BK,LYV,0.3068302312475981,404,0.40076732793587594,5948
AMP-KKR,AMP,KKR,0.30696335443929157,404,0.40087381083188034,5949
REG-SHW,REG,SHW,0.30702467531050837,404,0.400886504619721,5950
HII-UAL,HII,UAL,0.3070816243258596,404,0.40089348670603314,5951
GDDY-TRGP,GDDY,TRGP,0.30716716384939413,404,0.40093437049605934,5952
PEG-PNW,PEG,PNW,0.30721848822906006,404,0.40093437049605934,5953
HBAN-NCLH,HBAN,NCLH,0.3072677618655602,404,0.40093437049605934,5954
EIX-MHK,EIX,MHK,0.30747839306329827,404,0.4011418363910603,5955
BDX-WRB,BDX,WRB,0.30773198435446897,404,0.401334168718205,5956
NOW-PNR,NOW,PNR,0.3077748264719784,404,0.401334168718205,5957
NDSN-ODFL,NDSN,ODFL,0.3077807925374006,404,0.401334168718205,5958
BF-B-PLTR,BF-B,PLTR,0.3078403542859997,404,0.4013444726376794,5959
CFG-GOOGL,CFG,GOOGL,0.30789846352766687,403,0.4013528797225577,5960
FE-KO,FE,KO,0.3081421906087854,404,0.4016032006105777,5961
AVB-DOC,AVB,DOC,0.308306828727119,404,0.40172249706745494,5962
APO-CMI,APO,CMI,0.3083371412039173,404,0.40172249706745494,5963
TRMB-WFC,TRMB,WFC,0.3083910211345474,404,0.40172532582064036,5964
APO-WSM,APO,WSM,0.30853582619115905,404,0.40181699666166726,5965
TER-VRSN,TER,VRSN,0.30856483486722963,404,0.40181699666166726,5966
FOX-ISRG,FOX,ISRG,0.30861952488657707,404,0.401820862886512,5967
AEE-AON,AEE,AON,0.3086798840467882,403,0.40183210776801237,5968
EPAM-SO,EPAM,SO,0.30877301619225483,403,0.4018860048245314,5969
HAL-MGM,HAL,MGM,0.30897660016067696,404,0.4020836192040702,5970
BK-DASH,BK,DASH,0.3091455813537304,404,0.40223614495681315,5971
J-PH,J,PH,0.30944997942272434,404,0.40243497331738065,5972
GOOG-GOOGL,GOOG,GOOGL,0.3094511417162321,403,0.40243497331738065,5973
CHRW-UDR,CHRW,UDR,0.3094763980286039,404,0.40243497331738065,5974
AOS-GPC,AOS,GPC,0.30950559474467104,404,0.40243497331738065,5975
BAX-KHC,BAX,KHC,0.3098544478173184,403,0.40282115212395364,5976
AXON-IBM,AXON,IBM,0.3099676134108065,404,0.4029008513616456,5977
ETN-MSFT,ETN,MSFT,0.310366413024713,404,0.40335173348762055,5978
CZR-ON,CZR,ON,0.31057068713091823,404,0.40354970201038703,5979
CSCO-STT,CSCO,STT,0.3106829744956639,404,0.403628098471039,5980
KEY-NSC,KEY,NSC,0.3109062462518605,404,0.40385063152160244,5981
GIS-REGN,GIS,REGN,0.31106923453700275,404,0.40399479824773893,5982
DECK-IR,DECK,IR,0.31125360369601573,404,0.40412342977874904,5983
APH-LHX,APH,LHX,0.31127231352761414,403,0.40412342977874904,5984
LMT-NEE,LMT,NEE,0.31171834465111814,404,0.40463489049198614,5985
ORLY-WTW,ORLY,WTW,0.31180612305170985,404,0.4046812178397484,5986
CCI-SBAC,CCI,SBAC,0.3119486947485489,404,0.40474939486247835,5987
ALB-MO,ALB,MO,0.31196284932893814,404,0.40474939486247835,5988
ECL-HCA,ECL,HCA,0.31213242269125585,404,0.40490178525436077,5989
CMS-NI,CMS,NI,0.3122126029771833,404,0.4049381823922766,5990
LYV-NDAQ,LYV,NDAQ,0.3128833025096762,404,0.40574034004301024,5991
RF-STT,RF,STT,0.31295664557752256,404,0.40576772020890733,5992
CFG-GOOG,CFG,GOOG,0.3131774769685596,404,0.4059297529145078,5993
LEN-VTRS,LEN,VTRS,0.31318611648469036,403,0.4059297529145078,5994
GS-NWSA,GS,NWSA,0.31347569395483643,403,0.4062373088131984,5995
BF-B-TPR,BF-B,TPR,0.3136679227353956,404,0.4064186277070195,5996
AJG-RSG,AJG,RSG,0.31386933698454766,404,0.406611785731691,5997
AJG-KO,AJG,KO,0.31394874324566685,404,0.406615540614529,5998
IVZ-NCLH,IVZ,NCLH,0.31397691184792886,404,0.406615540614529,5999
APO-HLT,APO,HLT,0.31418112125322206,404,0.40681218850271367,6000
CARR-PNR,CARR,PNR,0.31470235103504635,403,0.40741919100004587,6001
MS-ORCL,MS,ORCL,0.3148051594964626,403,0.4074843858927054,6002
CAH-UBER,CAH,UBER,0.3152735513067624,403,0.40796602507667695,6003
BK-TRV,BK,TRV,0.31528227758532223,404,0.40796602507667695,6004
MS-NWSA,MS,NWSA,0.3157076022788542,404,0.40837991463375567,6005
KMB-PG,KMB,PG,0.31571660073873875,404,0.40837991463375567,6006
BAC-SW,BAC,SW,0.31575983359569704,404,0.40837991463375567,6007
CPB-LEN,CPB,LEN,0.31583226543626225,403,0.40840560422342237,6008
CBRE-MS,CBRE,MS,0.3159116419937344,404,0.40844026404548556,6009
NEM-SO,NEM,SO,0.3161239656757833,403,0.40857842209134787,6010
KIM-PSA,KIM,PSA,0.3162158140055112,404,0.40857842209134787,6011
BRO-MMM,BRO,MMM,0.31626983550001275,404,0.40857842209134787,6012
DLTR-WBA,DLTR,WBA,0.3163069099083153,404,0.40857842209134787,6013
FIS-MSI,FIS,MSI,0.31633374824489724,404,0.40857842209134787,6014
CTAS-HWM,CTAS,HWM,0.3163340467086443,404,0.40857842209134787,6015
EXC-WELL,EXC,WELL,0.316530040708935,404,0.4087111495059578,6016
IRM-UHS,IRM,UHS,0.3165420242730529,404,0.4087111495059578,6017
CAH-TPR,CAH,TPR,0.3165998921318057,404,0.4087179398424724,6018
PLTR-UPS,PLTR,UPS,0.3167526868087426,404,0.40884725433080593,6019
FAST-NTRS,FAST,NTRS,0.316846062873959,404,0.4088998442637521,6020
FANG-FDX,FANG,FDX,0.31709275077577664,404,0.40908311946767095,6021
COR-YUM,COR,YUM,0.3171069336414366,403,0.40908311946767095,6022
CDW-LYB,CDW,LYB,0.3171460456369909,404,0.40908311946767095,6023
BAC-RF,BAC,RF,0.31744970768837094,404,0.40940683582851156,6024
KKR-SYF,KKR,SYF,0.317503749630902,404,0.4094085694410752,6025
AVB-NEE,AVB,NEE,0.31757872561897016,404,0.4094372916252538,6026
EVRG-PM,EVRG,PM,0.3177214834459746,404,0.409553377284184,6027
ACN-IT,ACN,IT,0.3180526683126351,403,0.4098516754211615,6028
A-EMN,A,EMN,0.3180584053435684,404,0.4098516754211615,6029
J-SYF,J,SYF,0.31825696543056453,404,0.4100395297562282,6030
RF-USB,RF,USB,0.31842774562109166,404,0.4101915363505656,6031
BXP-REG,BXP,REG,0.31866855242616,404,0.41043368431678334,6032
BX-MSCI,BX,MSCI,0.31936614712598344,404,0.41121976191543147,6033
BK-GS,BK,GS,0.319384739786036,403,0.41121976191543147,6034
CZR-SWK,CZR,SWK,0.3196684965205247,404,0.4115169096052952,6035
DHR-IFF,DHR,IFF,0.3197271223351802,404,0.4115241904277692,6036
EBAY-PPL,EBAY,PPL,0.32026347368497665,404,0.4121462526186158,6037
MSI-TRGP,MSI,TRGP,0.32040386553426303,404,0.41225863387474154,6038
ADBE-ON,ADBE,ON,0.3205380729827871,404,0.4123630218584654,6039
HOLX-MHK,HOLX,MHK,0.3207223431302537,404,0.41253176883757303,6040
NDAQ-RF,NDAQ,RF,0.3208877535160134,404,0.4126631097488316,6041
STZ-SWKS,STZ,SWKS,0.320930687231618,404,0.4126631097488316,6042
ETR-WMB,ETR,WMB,0.3210227657177198,403,0.412713199877704,6043
FOXA-REG,FOXA,REG,0.32124782078368364,404,0.4129342024600328,6044
DAL-DOV,DAL,DOV,0.32164076619544585,404,0.41336590393930955,6045
AVB-LMT,AVB,LMT,0.3216994115885422,404,0.41336590393930955,6046
EL-HST,EL,HST,0.32174329014300485,404,0.41336590393930955,6047
DG-DLTR,DG,DLTR,0.32220914388683974,404,0.4138959720332106,6048
BSX-HWM,BSX,HWM,0.3223777355630825,404,0.4140440779615785,6049
BXP-LOW,BXP,LOW,0.322593493300627,404,0.4142527023888547,6050
PWR-TDG,PWR,TDG,0.3226894168288545,404,0.4143074003211652,6051
LYV-UAL,LYV,UAL,0.32305097802140004,404,0.414702134978189,6052
ALGN-AWK,ALGN,AWK,0.32310361990255865,403,0.414702134978189,6053
BF-B-CRWD,BF-B,CRWD,0.3232121380182331,404,0.41475278378103325,6054
CPT-IRM,CPT,IRM,0.3232498527216059,404,0.41475278378103325,6055
ADSK-LYV,ADSK,LYV,0.32342677445952084,404,0.4149112633381799,6056
C-NTRS,C,NTRS,0.32358885832951256,404,0.4150141112550813,6057
LULU-ROL,LULU,ROL,0.32361378375380134,404,0.4150141112550813,6058
KIM-TFC,KIM,TFC,0.32371333155678117,404,0.41507325843615,6059
SYF-USB,SYF,USB,0.32376795320467755,404,0.41507479017279536,6060
BLK-HON,BLK,HON,0.32388213853726266,404,0.41511860735211553,6061
VST-WMB,VST,WMB,0.323922505006212,404,0.41511860735211553,6062
HOLX-REGN,HOLX,REGN,0.323962429704708,404,0.41511860735211553,6063
CDW-SMCI,CDW,SMCI,0.32431498312966967,404,0.4155018311237473,6064
MRK-PEP,MRK,PEP,0.32461699930169374,404,0.41582019251028174,6065
BIIB-LYB,BIIB,LYB,0.32530054949751386,403,0.4166270967764895,6066
APTV-PPG,APTV,PPG,0.3253579502237781,404,0.4166319293371571,6067
FTV-GEHC,FTV,GEHC,0.32559223232347817,404,0.4168406093237167,6068
CBOE-IBM,CBOE,IBM,0.325628222163166,404,0.4168406093237167,6069
AEE-ICE,AEE,ICE,0.3257242633214178,403,0.4168948602543814,6070
FITB-PNR,FITB,PNR,0.325828891496915,403,0.4169600820358315,6071
FOX-PLTR,FOX,PLTR,0.3259416639440755,404,0.41697736064427615,6072
FE-PPL,FE,PPL,0.3259659545670215,404,0.41697736064427615,6073
ATO-REG,ATO,REG,0.3260034095190286,404,0.41697736064427615,6074
TER-TGT,TER,TGT,0.32615358605686273,404,0.4170594677414311,6075
LEN-TGT,LEN,TGT,0.3261749679491486,403,0.4170594677414311,6076
ADSK-PH,ADSK,PH,0.3263236855497104,404,0.4171228852422707,6077
NI-VTR,NI,VTR,0.32633194703340473,404,0.4171228852422707,6078
MAR-SYF,MAR,SYF,0.3264487463064981,404,0.41720353842000063,6079
HWM-RSG,HWM,RSG,0.3265841950843398,404,0.4173079953306309,6080
AVY-GIS,AVY,GIS,0.32689293115637785,404,0.4176338072938496,6081
NOW-PH,NOW,PH,0.3270716499290587,404,0.417793431157326,6082
CARR-RF,CARR,RF,0.3271901729719553,403,0.4178761226071216,6083
KMI-T,KMI,T,0.32751391796806506,404,0.41822084626789896,6084
ADP-BRK-B,ADP,BRK-B,0.32779808369493113,404,0.4185149239483846,6085
JCI-MS,JCI,MS,0.32791649762318875,404,0.4185973167983164,6086
CRL-VTRS,CRL,VTRS,0.32803682197836137,404,0.4186539021596611,6087
FOX-MO,FOX,MO,0.32806860037945895,404,0.4186539021596611,6088
LOW-NVR,LOW,NVR,0.3282812871653278,404,0.41885651502503396,6089
FE-LNT,FE,LNT,0.3283397100706491,404,0.4188622672477624,6090
ORCL-SYF,ORCL,SYF,0.32853326698031904,403,0.4190403794401738,6091
DOC-EQR,DOC,EQR,0.328857556574527,403,0.4193851538127873,6092
BF-B-ETR,BF-B,ETR,0.32898530191277997,403,0.4194225346504644,6093
ALLE-STX,ALLE,STX,0.3289948418277681,404,0.4194225346504644,6094
COF-SNA,COF,SNA,0.32934940457406886,404,0.419805664337316,6095
ATO-WRB,ATO,WRB,0.3294986256811895,404,0.4199269722633138,6096
CSCO-STZ,CSCO,STZ,0.32956521402805017,404,0.419942946987686,6097
A-DHR,A,DHR,0.3298101115475822,404,0.42018608668631785,6098
APD-BXP,APD,BXP,0.3300432709586159,404,0.42041419447081274,6099
DIS-EMR,DIS,EMR,0.33038405784864694,404,0.42077930252887513,6100
DLTR-GDDY,DLTR,GDDY,0.3307436207501361,404,0.4211682002307502,6101
T-TMUS,T,TMUS,0.3308983381587476,404,0.4212961634145051,6102
DUK-WEC,DUK,WEC,0.3310677019658965,404,0.4213836912851579,6103
BKNG-SCHW,BKNG,SCHW,0.3311580087777961,404,0.4213836912851579,6104
BX-IVZ,BX,IVZ,0.33117662514351187,404,0.4213836912851579,6105
PNC-PYPL,PNC,PYPL,0.3311840415738414,404,0.4213836912851579,6106
APO-WAB,APO,WAB,0.33184743917675075,404,0.422158630254491,6107
EMR-PNR,EMR,PNR,0.33195241435116507,404,0.4221910100368546,6108
BK-PANW,BK,PANW,0.33198157810723966,404,0.4221910100368546,6109
TER-TMO,TER,TMO,0.33217468771540953,404,0.4223674548054037,6110
GE-WELL,GE,WELL,0.33223819702295443,404,0.42237907914765715,6111
BK-CTVA,BK,CTVA,0.33235723424524066,404,0.42238619065906763,6112
KIM-MSCI,KIM,MSCI,0.3324264320661366,404,0.42238619065906763,6113
BAX-CDW,BAX,CDW,0.3325096762185108,404,0.42238619065906763,6114
EBAY-HAS,EBAY,HAS,0.3325270640153777,404,0.42238619065906763,6115
PLTR-PM,PLTR,PM,0.332551717193865,404,0.42238619065906763,6116
AWK-DTE,AWK,DTE,0.33256999977622814,403,0.42238619065906763,6117
JBL-TPR,JBL,TPR,0.33275229315466975,404,0.4225486377114464,6118
NTRS-NWSA,NTRS,NWSA,0.3335142705192021,404,0.4234296947386614,6119
KR-MCK,KR,MCK,0.33355512058187764,404,0.4234296947386614,6120
MS-WMB,MS,WMB,0.3337291038677775,404,0.42358134421642923,6121
MCHP-MRNA,MCHP,MRNA,0.3338204712477799,404,0.42362810211107516,6122
EL-PPL,EL,PPL,0.33399350916484694,404,0.4237784701456305,6123
ALB-JBHT,ALB,JBHT,0.3353239166276719,404,0.4253970457675348,6124
NI-WMB,NI,WMB,0.33546848055275436,404,0.4255109592513222,6125
CZR-NDSN,CZR,NDSN,0.33557319028040855,404,0.4255742924075243,6126
AMP-BLK,AMP,BLK,0.33583305460797164,404,0.4258343400113157,6127
DOC-ERIE,DOC,ERIE,0.3363530367371155,404,0.42642407676414,6128
CSX-VTRS,CSX,VTRS,0.3364290015140442,403,0.42645079340228575,6129
CAH-V,CAH,V,0.33670478321275443,403,0.42673074400976985,6130
PNC-SW,PNC,SW,0.3368280572429934,404,0.4268173506313515,6131
CPT-PEG,CPT,PEG,0.3370963409147738,404,0.42708765045121944,6132
ALB-ARE,ALB,ARE,0.3372184139738413,404,0.42717264930095755,6133
DELL-NTAP,DELL,NTAP,0.33731575027911037,404,0.4272180450401921,6134
HST-TROW,HST,TROW,0.33736816833817623,404,0.4272180450401921,6135
KEY-TFC,KEY,TFC,0.33741922053888773,404,0.4272180450401921,6136
AIZ-GDDY,AIZ,GDDY,0.337546269053679,404,0.4272646663608556,6137
RSG-WELL,RSG,WELL,0.3375660345118975,404,0.4272646663608556,6138
GE-GPN,GE,GPN,0.33767517675589276,404,0.42733318915402035,6139
IQV-NDSN,IQV,NDSN,0.3377309883337349,404,0.4273342098313984,6140
WDC-XYL,WDC,XYL,0.3379219692246059,404,0.4275062333343044,6141
ESS-SO,ESS,SO,0.33799563206393035,403,0.427529805520136,6142
AMD-HII,AMD,HII,0.3381108232364093,403,0.42760589056221127,6143
COO-TMO,COO,TMO,0.338178463630568,404,0.4276218235589002,6144
LII-SW,LII,SW,0.33828926004017834,404,0.4276323517557638,6145
FAST-NFLX,FAST,NFLX,0.3382968765466501,404,0.4276323517557638,6146
IQV-PFE,IQV,PFE,0.3383781193284857,404,0.4276654643017741,6147
NEE-TYL,NEE,TYL,0.33860277809408224,404,0.42782677555708315,6148
JCI-TT,JCI,TT,0.33861588916211927,404,0.42782677555708315,6149
RJF-SYF,RJF,SYF,0.33921158813065677,404,0.4285097281604996,6150
BK-GRMN,BK,GRMN,0.33941101441260146,404,0.4286919478087304,6151
TFC-TXN,TFC,TXN,0.33961602389491635,404,0.42881977153444367,6152
ALGN-BAX,ALGN,BAX,0.3396786055000912,404,0.42881977153444367,6153
DUK-KO,DUK,KO,0.3396876512886632,404,0.42881977153444367,6154
HBAN-RF,HBAN,RF,0.33973300216173263,404,0.42881977153444367,6155
MCHP-NUE,MCHP,NUE,0.3400076926057954,404,0.42905300395783297,6156
RCL-SCHW,RCL,SCHW,0.3400282334107836,403,0.42905300395783297,6157
BK-RTX,BK,RTX,0.3401395205148027,404,0.42909760904824334,6158
EL-PPG,EL,PPG,0.3401740473842362,404,0.42909760904824334,6159
ED-WELL,ED,WELL,0.3406229911708527,404,0.4295941588322005,6160
AXP-WSM,AXP,WSM,0.34071510395923577,404,0.42964058475236205,6161
KKR-NOW,KKR,NOW,0.3407886822328915,404,0.42966362743708764,6162
PNW-WBA,PNW,WBA,0.3411917853138109,404,0.4301020574562708,6163
AJG-PM,AJG,PM,0.34165596714570245,404,0.43058674721080475,6164
ETR-LNT,ETR,LNT,0.34168712788706546,403,0.43058674721080475,6165
GPN-NEM,GPN,NEM,0.34195827623833197,404,0.4308585546700618,6166
HPQ-NVR,HPQ,NVR,0.3422203794136002,403,0.4311188791412777,6167
IQV-VTRS,IQV,VTRS,0.3423073806192918,404,0.4311585668014393,6168
DHI-EXE,DHI,EXE,0.34236516553829666,404,0.43116144773334847,6169
HD-SHW,HD,SHW,0.34246373056883606,404,0.4312156763029639,6170
CNP-RSG,CNP,RSG,0.34277622281471043,404,0.43153921164276215,6171
FIS-NVDA,FIS,NVDA,0.3429044661729539,404,0.43163071900480865,6172
DOV-HUBB,DOV,HUBB,0.3432878642107097,404,0.43204332043625526,6173
EL-FOXA,EL,FOXA,0.3434590116675734,404,0.43218870451010327,6174
CFG-PNR,CFG,PNR,0.3438614307784662,404,0.432474368864252,6175
PM-PPL,PM,PPL,0.34387819582896095,404,0.432474368864252,6176
ALGN-MGM,ALGN,MGM,0.3439519761314699,404,0.432474368864252,6177
ADP-CBOE,ADP,CBOE,0.34396092343215456,404,0.432474368864252,6178
CAG-IFF,CAG,IFF,0.3439899531749404,404,0.432474368864252,6179
GIS-TGT,GIS,TGT,0.34402002826375044,404,0.432474368864252,6180
GDDY-MTB,GDDY,MTB,0.34408866166789787,404,0.4324906669629346,6181
AON-NI,AON,NI,0.34425709368009383,404,0.43263237800075205,6182
CL-PG,CL,PG,0.3444439592053998,404,0.4326947505741161,6183
GE-HWM,GE,HWM,0.3445079444418935,404,0.4326947505741161,6184
BDX-VRSN,BDX,VRSN,0.3445392307458257,404,0.4326947505741161,6185
COF-NTRS,COF,NTRS,0.34455171453269684,404,0.4326947505741161,6186
AXP-BSX,AXP,BSX,0.3446295854438994,404,0.4326947505741161,6187
MO-VTR,MO,VTR,0.3446662721144962,404,0.4326947505741161,6188
AON-ATO,AON,ATO,0.34469659046250545,404,0.4326947505741161,6189
CPAY-USB,CPAY,USB,0.34477969908333383,404,0.4327291570562876,6190
GLW-MOH,GLW,MOH,0.34491199695423147,403,0.4328252793308713,6191
ETR-FFIV,ETR,FFIV,0.34506700683251434,403,0.4329498669382758,6192
MO-NEM,MO,NEM,0.34522817669128053,404,0.4330261143688951,6193
LOW-MHK,LOW,MHK,0.34533344140670985,404,0.4330261143688951,6194
ENPH-MRNA,ENPH,MRNA,0.3453425168288603,404,0.4330261143688951,6195
ANET-DLR,ANET,DLR,0.3453934812835353,404,0.4330261143688951,6196
ADSK-SYF,ADSK,SYF,0.34540646553533827,404,0.4330261143688951,6197
FFIV-STZ,FFIV,STZ,0.34584444785052915,404,0.433460445003315,6198
GPN-LULU,GPN,LULU,0.3458644997522911,404,0.433460445003315,6199
APH-NRG,APH,NRG,0.3459659645171804,403,0.4335176739248346,6200
AMT-SBAC,AMT,SBAC,0.3466847819261307,404,0.43432827111883315,6201
AFL-BRO,AFL,BRO,0.3467246669428502,403,0.43432827111883315,6202
BAC-MTB,BAC,MTB,0.347078092836407,404,0.4346979295983238,6203
KO-PM,KO,PM,0.34713167141562634,404,0.4346979295983238,6204
DOV-PNR,DOV,PNR,0.34743337658128703,404,0.43477432344645284,6205
DASH-PAYC,DASH,PAYC,0.3474844778876771,404,0.43477432344645284,6206
ICE-SO,ICE,SO,0.34748600915348293,403,0.43477432344645284,6207
K-NI,K,NI,0.3475108855030552,403,0.43477432344645284,6208
CARR-RMD,CARR,RMD,0.34751640589274574,403,0.43477432344645284,6209
AAPL-FICO,AAPL,FICO,0.34755597975684926,404,0.43477432344645284,6210
AMD-APA,AMD,APA,0.347631725431375,403,0.43477432344645284,6211
COR-RSG,COR,RSG,0.3476403780730294,404,0.43477432344645284,6212
NRG-PWR,NRG,PWR,0.34830383139218335,404,0.43553395559083735,6213
GLW-NI,GLW,NI,0.3488112691162031,403,0.436098286090084,6214
HBAN-PYPL,HBAN,PYPL,0.34916873122756636,404,0.4364749594379667,6215
LEN-TMO,LEN,TMO,0.34937607566842666,403,0.43658137949973624,6216
MTB-PYPL,MTB,PYPL,0.34942303995354285,404,0.43658137949973624,6217
BAX-UPS,BAX,UPS,0.349447522061487,404,0.43658137949973624,6218
AEE-PM,AEE,PM,0.3494786457856687,403,0.43658137949973624,6219
CTAS-WBA,CTAS,WBA,0.35005778348604133,404,0.4372345530390764,6220
BXP-SRE,BXP,SRE,0.3501887714723486,404,0.4373278517229829,6221
DHI-NVR,DHI,NVR,0.35030517265915506,404,0.43740290684490124,6222
CPB-LYB,CPB,LYB,0.35072816778670335,404,0.4377999691547696,6223
ATO-DUK,ATO,DUK,0.35073587437498854,404,0.4377999691547696,6224
JBHT-NKE,JBHT,NKE,0.3509094366957733,404,0.43794625119509445,6225
CNP-TPR,CNP,TPR,0.3510278691365515,404,0.43795398520396395,6226
GIS-IFF,GIS,IFF,0.3510283776374158,404,0.43795398520396395,6227
PEG-TT,PEG,TT,0.3513984996173425,404,0.4383453666549669,6228
ADBE-JBHT,ADBE,JBHT,0.35163343203760244,404,0.4385609204834683,6229
AJG-BRO,AJG,BRO,0.3516961903223489,404,0.4385609204834683,6230
D-NDAQ,D,NDAQ,0.3517406481570976,404,0.4385609204834683,6231
DE-JBL,DE,JBL,0.35188061969161544,404,0.4386650408190244,6232
CAG-LYB,CAG,LYB,0.35215005320381626,404,0.4389304930756375,6233
MTB-SHW,MTB,SHW,0.352246536398218,404,0.4389803242344812,6234
CTVA-TEL,CTVA,TEL,0.35242189606941643,404,0.4391284219026939,6235
KR-YUM,KR,YUM,0.35254490823140067,403,0.43921125594126875,6236
WRB-YUM,WRB,YUM,0.3527859851567599,403,0.43944112853661504,6237
EBAY-ORCL,EBAY,ORCL,0.35284978458605,403,0.4394501405016067,6238
GIS-TTWO,GIS,TTWO,0.35294310383597205,404,0.43949590859138754,6239
CMS-KO,CMS,KO,0.35300109583309885,404,0.43949767844989507,6240
CBOE-LNT,CBOE,LNT,0.353301822970819,404,0.43980161234742715,6241
AXON-FAST,AXON,FAST,0.353387301343663,404,0.43980298306572757,6242
CMI-LII,CMI,LII,0.3534161440699366,404,0.43980298306572757,6243
MO-WMT,MO,WMT,0.3535387126693107,404,0.4398850510454636,6244
CMI-MTB,CMI,MTB,0.35366867828035153,404,0.43997629488551654,6245
HPQ-NTAP,HPQ,NTAP,0.35374464905765485,403,0.44000034878785155,6246
ABT-MDT,ABT,MDT,0.3545238450516459,403,0.4408923385067488,6247
ALGN-PSX,ALGN,PSX,0.3545752775119277,403,0.4408923385067488,6248
AEE-KMI,AEE,KMI,0.35509777337391635,403,0.44147137163417444,6249
BKR-TPL,BKR,TPL,0.355395431642162,404,0.44177073734847305,6250
BR-DE,BR,DE,0.355608916224922,404,0.44196539276138525,6251
