Pair,Ticker1,Ticker2,p_value,n,q_value,rank
EQR-WBA,EQR,WBA,1.1950159454895547e-06,403,0.00928407888050835,1
IPG-MCK,IPG,MCK,4.220110624357732e-06,404,0.011174831283083013,2
EG-GIS,EG,GIS,4.856082001126124e-06,404,0.011174831283083013,3
EG-VRSN,EG,VRSN,7.708351008530384e-06,404,0.011174831283083013,4
EG-LEN,EG,LEN,8.057767420298764e-06,403,0.011174831283083013,5
L-PLTR,L,PLTR,9.268877288569455e-06,404,0.011174831283083013,6
EG-JBL,EG,JBL,1.0068711414799987e-05,404,0.011174831283083013,7
KEY-RF,KEY,RF,1.180675374453996e-05,404,0.011465833730166368,8
ES-HAS,ES,HAS,1.6835581592680185e-05,404,0.01247250397335127,9
EG-STZ,EG,STZ,1.76535466679389e-05,404,0.01247250397335127,10
EG-TPR,EG,TPR,1.9016706080610547e-05,404,0.01247250397335127,11
EG-OMC,EG,OMC,1.926503381132903e-05,404,0.01247250397335127,12
MTD-PFE,MTD,PFE,2.2869418272619598e-05,404,0.013016622402238841,13
EG-REGN,EG,REGN,2.4425195840984808e-05,404,0.013016622402238841,14
AVB-WBA,AVB,WBA,2.514727229065585e-05,404,0.013016622402238841,15
EG-ENPH,EG,ENPH,2.6807305758247066e-05,404,0.013016622402238841,16
ALL-WEC,ALL,WEC,2.8509345592773285e-05,404,0.013028770935897391,17
LII-MSI,LII,MSI,3.11316995635131e-05,404,0.013436787439385181,18
UDR-WBA,UDR,WBA,3.739712587452274e-05,404,0.015291487943114062,19
EG-TTWO,EG,TTWO,4.332832193744386e-05,404,0.01683088665660007,20
DOV-SW,DOV,SW,4.622353987584651e-05,404,0.01710050863311674,21
EG-EIX,EG,EIX,4.951456836414641e-05,404,0.01712136595897823,22
ADM-TXT,ADM,TXT,5.06875295477538e-05,403,0.01712136595897823,23
BR-FFIV,BR,FFIV,5.779607771520092e-05,404,0.0187090719903915,24
PANW-PODD,PANW,PODD,6.864709955811755e-05,404,0.02133277265868061,25
KMI-WMT,KMI,WMT,7.619691146213964e-05,404,0.022189391508607853,26
EG-PEP,EG,PEP,7.903978344867207e-05,404,0.022189391508607853,27
HUM-TRV,HUM,TRV,7.997206361707039e-05,404,0.022189391508607853,28
CPT-WBA,CPT,WBA,8.313229915198738e-05,404,0.022270856279716894,29
DGX-EVRG,DGX,EVRG,9.886931373948265e-05,404,0.02560385661473469,30
EG-LYB,EG,LYB,0.00010634407176999779,404,0.026651196567132673,31
CME-DE,CME,DE,0.00013581324038496886,404,0.0319451340892288,32
EG-IPG,EG,IPG,0.0001371677130516919,404,0.0319451340892288,33
ALL-ATO,ALL,ATO,0.00013980365028108883,404,0.0319451340892288,34
L-NFLX,L,NFLX,0.0001516817953330257,404,0.033669024798350766,35
APA-CRL,APA,CRL,0.0001611329658605069,404,0.034773389215841055,36
F-MPC,F,MPC,0.00017746971881171184,403,0.035800264408505374,37
ADM-FCX,ADM,FCX,0.00017835558793860288,403,0.035800264408505374,38
EG-MRK,EG,MRK,0.0001797155762558514,404,0.035800264408505374,39
EG-IFF,EG,IFF,0.0002060346208378854,404,0.039140348888806256,40
ROL-UPS,ROL,UPS,0.00020800740487322714,404,0.039140348888806256,41
EG-ELV,EG,ELV,0.00021640393950926723,404,0.039140348888806256,42
ESS-WBA,ESS,WBA,0.00021663470230643187,404,0.039140348888806256,43
MET-SPG,MET,SPG,0.0002378974962607426,404,0.04183848453625387,44
AIG-AKAM,AIG,AKAM,0.0002471507435237815,404,0.04183848453625387,45
CPT-ESS,CPT,ESS,0.0002485226870670428,404,0.04183848453625387,46
AXON-L,AXON,L,0.0002531096374313209,404,0.04183848453625387,47
HUM-MA,HUM,MA,0.00026198880571844894,404,0.04240397982555479,48
BR-PLTR,BR,PLTR,0.00027430380377493755,404,0.04349114799035693,49
PAYX-SOLV,PAYX,SOLV,0.0002814792396704922,346,0.043736244260001084,50
ECL-ES,ECL,ES,0.0003374861703998245,404,0.05141039329090659,51
LH-TDY,LH,TDY,0.00035139054932682885,404,0.05225438353216085,52
ADP-SOLV,ADP,SOLV,0.00035804391049621055,346,0.05225438353216085,53
COST-KMI,COST,KMI,0.00037170615046814583,403,0.05225438353216085,54
META-RL,META,RL,0.00037378511742913506,404,0.05225438353216085,55
META-NTRS,META,NTRS,0.00037733789939688617,404,0.05225438353216085,56
ISRG-REG,ISRG,REG,0.00038377280128485276,404,0.05225438353216085,57
JCI-NRG,JCI,NRG,0.00039017658425250163,404,0.05225438353216085,58
ALL-LNT,ALL,LNT,0.00040325992119672073,404,0.05225438353216085,59
PG-UDR,PG,UDR,0.0004098040113020776,404,0.05225438353216085,60
HUM-SOLV,HUM,SOLV,0.0004102867029813119,346,0.05225438353216085,61
IP-LII,IP,LII,0.00043045740991345954,404,0.05354003620900963,62
COR-IPG,COR,IPG,0.0004341642786932175,404,0.05354003620900963,63
ALL-K,ALL,K,0.0004543791822027307,403,0.055157372914578354,64
SOLV-WEC,SOLV,WEC,0.00046713734994721347,346,0.05536755213104529,65
APA-T,APA,T,0.0004703640675310837,404,0.05536755213104529,66
BSX-TKO,BSX,TKO,0.0005027831147235193,404,0.05761801973978749,67
HOLX-LEN,HOLX,LEN,0.0005107209526790734,403,0.05761801973978749,68
NWSA-SYF,NWSA,SYF,0.0005121635748086275,404,0.05761801973978749,69
ALB-WST,ALB,WST,0.0005257509985327625,404,0.05761801973978749,70
DGX-WELL,DGX,WELL,0.0005325444389291149,404,0.05761801973978749,71
DLR-HON,DLR,HON,0.0005423580706394666,404,0.05761801973978749,72
ALL-PPL,ALL,PPL,0.0005452645243458863,404,0.05761801973978749,73
OXY-XEL,OXY,XEL,0.0005500837341565245,404,0.05761801973978749,74
HWM-L,HWM,L,0.0005562300785794905,404,0.05761801973978749,75
L-MO,L,MO,0.0005981553755753526,404,0.06056407706134215,76
COF-LYV,COF,LYV,0.0006002618012258135,404,0.06056407706134215,77
CTVA-JCI,CTVA,JCI,0.000624572804418435,404,0.062107464005804254,78
ALL-CMS,ALL,CMS,0.0006534238663152845,404,0.062107464005804254,79
MRK-WRB,MRK,WRB,0.0006542366849833315,404,0.062107464005804254,80
DVN-XEL,DVN,XEL,0.0006564136107665456,404,0.062107464005804254,81
MS-RCL,MS,RCL,0.0006578323449969769,403,0.062107464005804254,82
BRO-EL,BRO,EL,0.0006653793521333998,404,0.062107464005804254,83
CPB-EG,CPB,EG,0.0006755439104065531,404,0.062107464005804254,84
COP-CRL,COP,CRL,0.0006824254115169703,404,0.062107464005804254,85
BR-MRNA,BR,MRNA,0.0006944712320865209,404,0.062107464005804254,86
BR-ETR,BR,ETR,0.0006955012702413399,403,0.062107464005804254,87
ABNB-DXCM,ABNB,DXCM,0.0007150442859624135,404,0.06312703474593172,88
ACGL-UHS,ACGL,UHS,0.0007696092722512338,404,0.06718083636089703,89
CSCO-TDY,CSCO,TDY,0.0008037099218875454,404,0.06937802647938154,90
DUK-VTR,DUK,VTR,0.0008603850106993001,404,0.06983610428887485,91
IPG-TTWO,IPG,TTWO,0.0008677682336443276,404,0.06983610428887485,92
BSX-DGX,BSX,DGX,0.0008789601812883278,404,0.06983610428887485,93
CBOE-VICI,CBOE,VICI,0.0008922996681894679,404,0.06983610428887485,94
NDAQ-STT,NDAQ,STT,0.0008932056534336825,404,0.06983610428887485,95
DE-ENPH,DE,ENPH,0.0008974185927122531,404,0.06983610428887485,96
ADM-MCHP,ADM,MCHP,0.000899807153832658,403,0.06983610428887485,97
COP-TTWO,COP,TTWO,0.0009150491121256925,404,0.06983610428887485,98
BR-L,BR,L,0.0009270048792549415,404,0.06983610428887485,99
BRO-MAA,BRO,MAA,0.0009306377850763146,404,0.06983610428887485,100
AIG-WST,AIG,WST,0.0009412185583021316,404,0.06983610428887485,101
AKAM-MCK,AKAM,MCK,0.0009494590946627101,404,0.06983610428887485,102
KHC-NWS,KHC,NWS,0.0009529468555248352,403,0.06983610428887485,103
MA-MRNA,MA,MRNA,0.0009691170124527255,404,0.06983610428887485,104
AEE-SOLV,AEE,SOLV,0.0009743424244431474,345,0.06983610428887485,105
IR-TTD,IR,TTD,0.0009780289220777429,404,0.06983610428887485,106
APA-ATO,APA,ATO,0.0009895917016241793,404,0.06983610428887485,107
MGM-NUE,MGM,NUE,0.0009984985486529326,404,0.06983610428887485,108
ABT-DRI,ABT,DRI,0.0010004759603676459,403,0.06983610428887485,109
NWS-TKO,NWS,TKO,0.001005380673193316,404,0.06983610428887485,110
LII-PEG,LII,PEG,0.0010122060702996236,404,0.06983610428887485,111
PANW-REG,PANW,REG,0.001021998324835149,404,0.06983610428887485,112
DVN-PODD,DVN,PODD,0.0010323796402691421,404,0.06983610428887485,113
ALL-NI,ALL,NI,0.001033084579071847,404,0.06983610428887485,114
HAL-PM,HAL,PM,0.0010337433380384357,404,0.06983610428887485,115
KEYS-MAR,KEYS,MAR,0.0010474833194055095,404,0.07015429231432244,116
ANET-INCY,ANET,INCY,0.0010671554342704908,404,0.07086094503288413,117
CRM-DAY,CRM,DAY,0.0010815955917797806,404,0.07102146818380463,118
ACGL-NEE,ACGL,NEE,0.001087856186622828,404,0.07102146818380463,119
COP-PODD,COP,PODD,0.0011098980380643247,404,0.07134714566028803,120
L-T,L,T,0.00111775713495714,404,0.07134714566028803,121
ENPH-TTWO,ENPH,TTWO,0.00112039538815229,404,0.07134714566028803,122
APA-MRK,APA,MRK,0.001135388800176228,404,0.07171411047617167,123
AXON-COF,AXON,COF,0.0011638168500898982,404,0.07291687990603564,124
EXR-UHS,EXR,UHS,0.0012153875073830256,404,0.07491564502569986,125
ALL-EVRG,ALL,EVRG,0.0012169731116428635,404,0.07491564502569986,126
DGX-MO,DGX,MO,0.0012294037579715933,404,0.07491564502569986,127
CARR-FIS,CARR,FIS,0.0012345924943852407,403,0.07491564502569986,128
KR-L,KR,L,0.0012495035904355773,404,0.07491564502569986,129
APA-WEC,APA,WEC,0.00125357624576406,404,0.07491564502569986,130
ADP-XEL,ADP,XEL,0.0012694002712780312,404,0.07528221914167194,131
EVRG-WELL,EVRG,WELL,0.0013145457378725871,404,0.07635491337253553,132
AXP-HBAN,AXP,HBAN,0.0013156125625224259,404,0.07635491337253553,133
DVN-MRNA,DVN,MRNA,0.001337529006090523,404,0.07635491337253553,134
MA-TRV,MA,TRV,0.0013744482712634838,404,0.07635491337253553,135
ES-HCA,ES,HCA,0.0013854119246270741,404,0.07635491337253553,136
PANW-VRSK,PANW,VRSK,0.0013935055516978868,404,0.07635491337253553,137
BIIB-BR,BIIB,BR,0.001400996248188352,403,0.07635491337253553,138
CAG-JBL,CAG,JBL,0.0014045293819167609,404,0.07635491337253553,139
DGX-TKO,DGX,TKO,0.0014106198685083112,404,0.07635491337253553,140
ALL-SOLV,ALL,SOLV,0.001414447969013958,346,0.07635491337253553,141
AVY-DRI,AVY,DRI,0.0014251114202191845,404,0.07635491337253553,142
PG-WBA,PG,WBA,0.0014280138201214748,404,0.07635491337253553,143
AZO-L,AZO,L,0.0014280638640476043,404,0.07635491337253553,144
PNW-VTR,PNW,VTR,0.0014350086169739318,404,0.07635491337253553,145
COIN-EMR,COIN,EMR,0.0014441239150703171,404,0.07635491337253553,146
MRK-ORLY,MRK,ORLY,0.0014447383531680685,404,0.07635491337253553,147
BRK-B-MGM,BRK-B,MGM,0.001492290022381306,404,0.07773792877888566,148
TECH-VRSN,TECH,VRSN,0.0014945823700885342,404,0.07773792877888566,149
AIG-WM,AIG,WM,0.001500925385098835,404,0.07773792877888566,150
ROL-WST,ROL,WST,0.0015162930886241485,404,0.07801378149351662,151
VZ-WEC,VZ,WEC,0.0015412612051590188,404,0.07861131972634347,152
AKAM-ROL,AKAM,ROL,0.001548144152159937,404,0.07861131972634347,153
ALL-WMB,ALL,WMB,0.0015788821741702808,404,0.07945585467864791,154
INTC-PNW,INTC,PNW,0.0015949514324508287,404,0.07945585467864791,155
POOL-WY,POOL,WY,0.0015954580164588843,404,0.07945585467864791,156
DOW-LYB,DOW,LYB,0.0016348896733683913,404,0.08074340725235851,157
AXON-BR,AXON,BR,0.0016420978692074455,404,0.08074340725235851,158
KKR-USB,KKR,USB,0.0016548337181100463,404,0.08085788148425756,159
DE-REGN,DE,REGN,0.001683636998342258,404,0.08121907958080113,160
AVY-EG,AVY,EG,0.0017071043245050364,404,0.08121907958080113,161
FFIV-TDY,FFIV,TDY,0.0017260549782450892,404,0.08121907958080113,162
F-LRCX,F,LRCX,0.0017264461528050832,403,0.08121907958080113,163
GPN-ROL,GPN,ROL,0.0017365785891890976,404,0.08121907958080113,164
HLT-STT,HLT,STT,0.0017386101458866947,404,0.08121907958080113,165
ALL-MO,ALL,MO,0.0017471826053932348,404,0.08121907958080113,166
PAYX-XEL,PAYX,XEL,0.0017599876030479809,404,0.08121907958080113,167
EVRG-TKO,EVRG,TKO,0.001772220690164684,404,0.08121907958080113,168
EXR-LMT,EXR,LMT,0.0017797087739148054,404,0.08121907958080113,169
ADM-BALL,ADM,BALL,0.0017797244716213684,403,0.08121907958080113,170
DVN-GILD,DVN,GILD,0.0017888908264527424,404,0.08121907958080113,171
APD-IP,APD,IP,0.0017981312508556823,404,0.08121907958080113,172
CTAS-D,CTAS,D,0.001860444483645061,404,0.08354793753432646,173
AVB-DLTR,AVB,DLTR,0.0018728219959116786,404,0.08362042578297604,174
GM-NVDA,GM,NVDA,0.0018919275383551641,404,0.08391102444528795,175
COP-GILD,COP,GILD,0.0019087426168085757,404,0.08391102444528795,176
CB-MAA,CB,MAA,0.0019244782114009136,404,0.08391102444528795,177
VZ-WELL,VZ,WELL,0.0019393162618563293,404,0.08391102444528795,178
ABBV-MDT,ABBV,MDT,0.0019398576699552362,403,0.08391102444528795,179
HAL-WRB,HAL,WRB,0.0019441349466021148,404,0.08391102444528795,180
AZO-BIIB,AZO,BIIB,0.0019786988241817945,403,0.08412191359917653,181
COP-T,COP,T,0.0019818852566714407,404,0.08412191359917653,182
ALL-WELL,ALL,WELL,0.0019877206977946763,404,0.08412191359917653,183
CB-DXCM,CB,DXCM,0.0019923326170998173,404,0.08412191359917653,184
IPG-TGT,IPG,TGT,0.0020255969652694795,404,0.08443309538974658,185
OXY-T,OXY,T,0.0020335142816830434,404,0.08443309538974658,186
CME-WRB,CME,WRB,0.0020345052517738013,404,0.08443309538974658,187
HAL-MRK,HAL,MRK,0.002043174402532161,404,0.08443309538974658,188
ADP-PODD,ADP,PODD,0.0020546200223730245,404,0.08445684102548162,189
AZO-CME,AZO,CME,0.002068167838045784,404,0.08456629438830367,190
SOLV-TRV,SOLV,TRV,0.002079789344740438,346,0.08459624826852599,191
CAG-EG,CAG,EG,0.002096097919792117,404,0.08481554551492165,192
EXR-WBA,EXR,WBA,0.002112289738020245,404,0.08502787033512582,193
ABT-MRK,ABT,MRK,0.0021307725601638658,403,0.08532975267996429,194
ACGL-LMT,ACGL,LMT,0.002165718842044557,404,0.08628445991714954,195
L-ORLY,L,ORLY,0.0021999515297562735,404,0.08720113997283924,196
DLR-HBAN,DLR,HBAN,0.0022276110758290327,404,0.0873544628460301,197
ALL-KVUE,ALL,KVUE,0.002243414091663721,404,0.0873544628460301,198
DLR-NOW,DLR,NOW,0.002256448063002901,404,0.0873544628460301,199
COR-TECH,COR,TECH,0.002276306904236934,404,0.0873544628460301,200
CRL-PPG,CRL,PPG,0.0022951742301981944,404,0.0873544628460301,201
L-NI,L,NI,0.0023042229530031177,404,0.0873544628460301,202
AOS-V,AOS,V,0.0023218660868010712,403,0.0873544628460301,203
DE-MRK,DE,MRK,0.002322747588932681,404,0.0873544628460301,204
HAS-NEM,HAS,NEM,0.0023230716072424806,404,0.0873544628460301,205
PPL-WELL,PPL,WELL,0.0023304466193571818,404,0.0873544628460301,206
DHR-TTWO,DHR,TTWO,0.0023540479301298618,404,0.0873544628460301,207
ANET-LKQ,ANET,LKQ,0.002366853681745933,404,0.0873544628460301,208
COP-TGT,COP,TGT,0.0023928623368167767,404,0.0873544628460301,209
NOW-TSLA,NOW,TSLA,0.002405887708653482,403,0.0873544628460301,210
BR-XEL,BR,XEL,0.0024165778752581104,404,0.0873544628460301,211
ICE-VICI,ICE,VICI,0.002426842583851432,403,0.0873544628460301,212
DUK-MMM,DUK,MMM,0.0024289682006364798,404,0.0873544628460301,213
IPG-IQV,IPG,IQV,0.002434927540905888,404,0.0873544628460301,214
PH-STT,PH,STT,0.002438252840138626,404,0.0873544628460301,215
CB-CPT,CB,CPT,0.002440900110440274,404,0.0873544628460301,216
DOW-ENPH,DOW,ENPH,0.0024482448715181723,404,0.0873544628460301,217
AEE-ALL,AEE,ALL,0.0024511871412581493,403,0.0873544628460301,218
AJG-BRK-B,AJG,BRK-B,0.0024657159651781677,404,0.08745927562220325,219
APA-RSG,APA,RSG,0.0024766431505836937,404,0.08745927562220325,220
EBAY-RTX,EBAY,RTX,0.002499724177709737,404,0.0875283630244104,221
EL-MAA,EL,MAA,0.002501132268170821,404,0.0875283630244104,222
BX-USB,BX,USB,0.0025349518267002093,404,0.08799603953753264,223
RSG-WST,RSG,WST,0.002537149292882908,404,0.08799603953753264,224
APA-PM,APA,PM,0.002573221077694639,404,0.0884881516644097,225
FFIV-LH,FFIV,LH,0.002594644884815769,404,0.0884881516644097,226
OXY-PODD,OXY,PODD,0.0026062214807744586,404,0.0884881516644097,227
AME-MAR,AME,MAR,0.0026101244892972764,404,0.0884881516644097,228
PODD-XEL,PODD,XEL,0.0026235821243068233,404,0.0884881516644097,229
APTV-TPL,APTV,TPL,0.002635894374665867,404,0.0884881516644097,230
DLTR-UDR,DLTR,UDR,0.0026392411366097743,404,0.0884881516644097,231
SMCI-TPL,SMCI,TPL,0.0026454313026267437,404,0.0884881516644097,232
LII-MTB,LII,MTB,0.0026538472567650224,404,0.0884881516644097,233
ETR-L,ETR,L,0.002669114526395146,403,0.08850630590829289,234
HON-SYF,HON,SYF,0.00269328522556804,404,0.08850630590829289,235
IQV-TGT,IQV,TGT,0.002695067089501974,404,0.08850630590829289,236
LNT-MMM,LNT,MMM,0.002727560066963916,404,0.08850630590829289,237
DRI-V,DRI,V,0.0027408481787546597,403,0.08850630590829289,238
BX-INCY,BX,INCY,0.0027465620222071243,404,0.08850630590829289,239
AZO-KR,AZO,KR,0.0027470624668146765,404,0.08850630590829289,240
FOXA-NI,FOXA,NI,0.0027531246476068722,404,0.08850630590829289,241
FE-RMD,FE,RMD,0.002756921872803048,404,0.08850630590829289,242
CB-K,CB,K,0.002786996555073341,403,0.0891036059109662,243
LII-PNC,LII,PNC,0.002828691853255087,404,0.08995373007989817,244
FTNT-PAYX,FTNT,PAYX,0.002836743965706661,404,0.08995373007989817,245
BLDR-IPG,BLDR,IPG,0.0028830516919190205,404,0.0900935654227445,246
COO-OMC,COO,OMC,0.0028846054227248167,404,0.0900935654227445,247
GEN-GLW,GEN,GLW,0.0028902439260420575,403,0.0900935654227445,248
PFE-TER,PFE,TER,0.0028972740832153097,404,0.0900935654227445,249
EQT-REGN,EQT,REGN,0.002899136485478971,403,0.0900935654227445,250
LYV-MA,LYV,MA,0.0029277139020901844,404,0.09061916057903842,251
PSA-WBA,PSA,WBA,0.002966411501739759,404,0.09144435841868098,252
DLR-MTB,DLR,MTB,0.0029779151344994583,404,0.09144435841868098,253
AVGO-C,AVGO,C,0.0030320393800952893,404,0.09266954178937561,254
LULU-NEM,LULU,NEM,0.0030602514953884724,404,0.09266954178937561,255
DVN-FTNT,DVN,FTNT,0.0030670794523717224,404,0.09266954178937561,256
MRNA-TRV,MRNA,TRV,0.0030812531817753347,404,0.09266954178937561,257
EVRG-L,EVRG,L,0.0030832830789181307,404,0.09266954178937561,258
BK-L,BK,L,0.003120473177134206,404,0.09266954178937561,259
APO-UAL,APO,UAL,0.0031252283519253798,404,0.09266954178937561,260
BR-CSCO,BR,CSCO,0.0031306707896683094,404,0.09266954178937561,261
EW-KIM,EW,KIM,0.0031329893783527867,404,0.09266954178937561,262
INTC-MMM,INTC,MMM,0.0031392070205921094,404,0.09266954178937561,263
RSG-UPS,RSG,UPS,0.003149022915741429,404,0.09266954178937561,264
HUM-LYV,HUM,LYV,0.0031779522003192217,404,0.09315233227969082,265
KEY-PH,KEY,PH,0.0031895489789160202,404,0.09315233227969082,266
DASH-L,DASH,L,0.003208276401437024,404,0.09315233227969082,267
AKAM-CZR,AKAM,CZR,0.00321627260395347,404,0.09315233227969082,268
KEY-KKR,KEY,KKR,0.0032376049534784323,404,0.09315233227969082,269
DLR-SYF,DLR,SYF,0.003248759713283201,404,0.09315233227969082,270
ESS-TYL,ESS,TYL,0.003249783164069484,404,0.09315233227969082,271
AVY-TTWO,AVY,TTWO,0.0032705832450139007,404,0.09315233227969082,272
GWW-NOW,GWW,NOW,0.0032851274531459952,404,0.09315233227969082,273
PANW-TSLA,PANW,TSLA,0.0032853313225170914,403,0.09315233227969082,274
PANW-SPGI,PANW,SPGI,0.0033028419168736863,404,0.09326855449172987,275
MA-TDY,MA,TDY,0.0033134407310744553,404,0.09326855449172987,276
AVGO-RCL,AVGO,RCL,0.0033811597512132256,403,0.09476490872351707,277
CI-INVH,CI,INVH,0.0034099879174379916,404,0.09476490872351707,278
ISRG-TPL,ISRG,TPL,0.0034394818786636938,404,0.09476490872351707,279
CRM-FDS,CRM,FDS,0.0034569773925458205,404,0.09476490872351707,280
CB-VTR,CB,VTR,0.003458271413660115,404,0.09476490872351707,281
BKNG-PODD,BKNG,PODD,0.0034613220841863126,404,0.09476490872351707,282
DTE-VZ,DTE,VZ,0.0034660549316427192,404,0.09476490872351707,283
BAC-NVDA,BAC,NVDA,0.003471873289714834,404,0.09476490872351707,284
SLB-TKO,SLB,TKO,0.0034766583281920704,404,0.09476490872351707,285
TMUS-XEL,TMUS,XEL,0.0035030148543311037,404,0.09476490872351707,286
DASH-TDY,DASH,TDY,0.0035043504719019835,404,0.09476490872351707,287
GWW-PYPL,GWW,PYPL,0.003512973833488598,404,0.09476490872351707,288
POOL-ROL,POOL,ROL,0.0035385516706237883,404,0.09484259570456395,289
PEP-VRSN,PEP,VRSN,0.0035581124963931,404,0.09484259570456395,290
CF-NOW,CF,NOW,0.0035765569823997035,404,0.09484259570456395,291
TSN-ULTA,TSN,ULTA,0.003578014717244942,404,0.09484259570456395,292
APO-TSLA,APO,TSLA,0.0035844850999330064,403,0.09484259570456395,293
ADP-HUM,ADP,HUM,0.003620960359762732,404,0.09484259570456395,294
HD-USB,HD,USB,0.0036240380577694242,404,0.09484259570456395,295
REG-TYL,REG,TYL,0.003634779990698326,404,0.09484259570456395,296
AOS-BG,AOS,BG,0.003636730259831009,404,0.09484259570456395,297
AMZN-CCL,AMZN,CCL,0.00364502818281044,403,0.09484259570456395,298
AMZN-BAC,AMZN,BAC,0.0036501398012182547,403,0.09484259570456395,299
FITB-KKR,FITB,KKR,0.003670987358651481,403,0.09506633596454452,300
APD-MET,APD,MET,0.003700011210750113,404,0.09549962490470973,301
GEV-GL,GEV,GL,0.003728541468571279,345,0.09571008961808695,302
L-TPR,L,TPR,0.0038127555136250233,404,0.09571008961808695,303
AMCR-NEE,AMCR,NEE,0.0038163553314942405,404,0.09571008961808695,304
LII-WBA,LII,WBA,0.003822207999453419,404,0.09571008961808695,305
KHC-TTWO,KHC,TTWO,0.003827596586471517,403,0.09571008961808695,306
HLT-MS,HLT,MS,0.0038341471236854837,404,0.09571008961808695,307
GPC-SMCI,GPC,SMCI,0.003840706714556365,404,0.09571008961808695,308
DASH-MA,DASH,MA,0.0038482880730357424,404,0.09571008961808695,309
CTVA-META,CTVA,META,0.0038590357383091432,404,0.09571008961808695,310
COST-GRMN,COST,GRMN,0.003875359529056899,403,0.09571008961808695,311
DTE-RTX,DTE,RTX,0.0038770292985078805,404,0.09571008961808695,312
TRV-WEC,TRV,WEC,0.0038790313141347185,404,0.09571008961808695,313
GPC-TPL,GPC,TPL,0.0038995733473888112,404,0.09571008961808695,314
KHC-NFLX,KHC,NFLX,0.0039061770426473846,403,0.09571008961808695,315
SLB-T,SLB,T,0.003919338107642552,404,0.09571008961808695,316
PM-RSG,PM,RSG,0.003925408346001307,404,0.09571008961808695,317
BAC-HON,BAC,HON,0.003936827454343208,404,0.09571008961808695,318
RMD-STT,RMD,STT,0.003940681860398875,404,0.09571008961808695,319
COP-PM,COP,PM,0.003947712805433125,404,0.09571008961808695,320
VZ-WRB,VZ,WRB,0.003954555125164875,404,0.09571008961808695,321
APD-MSI,APD,MSI,0.003992283270759542,404,0.09602703887621385,322
APA-MRNA,APA,MRNA,0.003999187178306662,404,0.09602703887621385,323
DLR-PNR,DLR,PNR,0.0040094543220231295,404,0.09602703887621385,324
HIG-MO,HIG,MO,0.0040258224955885494,404,0.09602703887621385,325
AKAM-WM,AKAM,WM,0.004036703121015958,404,0.09602703887621385,326
FIS-IRM,FIS,IRM,0.004046113829522383,404,0.09602703887621385,327
BLDR-POOL,BLDR,POOL,0.0040541728345215786,404,0.09602703887621385,328
GILD-ORLY,GILD,ORLY,0.004079933630548649,404,0.09624562587637107,329
KEY-PNR,KEY,PNR,0.004099196015204402,404,0.09624562587637107,330
JPM-L,JPM,L,0.004100566632137833,404,0.09624562587637107,331
ISRG-TSLA,ISRG,TSLA,0.004118685602054235,403,0.09637972422397395,332
AXON-LYV,AXON,LYV,0.004150598725557053,404,0.09683483933589412,333
AVGO-STT,AVGO,STT,0.004172666557443293,404,0.0968838552010967,334
DHR-VRSN,DHR,VRSN,0.004186868707884473,404,0.0968838552010967,335
GPN-POOL,GPN,POOL,0.004190111384678658,404,0.0968838552010967,336
ADM-AES,ADM,AES,0.004211549170153445,403,0.09709058012736534,337
MSFT-STX,MSFT,STX,0.004243020809300918,404,0.09752671203390187,338
HLT-META,HLT,META,0.004317341397107735,404,0.09862151489672674,339
MRK-MRNA,MRK,MRNA,0.00436527727943297,404,0.09862151489672674,340
INTU-ROK,INTU,ROK,0.00437644577574151,403,0.09862151489672674,341
LII-TFC,LII,TFC,0.004379194290116118,404,0.09862151489672674,342
HON-RCL,HON,RCL,0.0043799745578626615,403,0.09862151489672674,343
GEV-TDY,GEV,TDY,0.004402291850762739,345,0.09862151489672674,344
BBY-FRT,BBY,FRT,0.004443928485261956,404,0.09862151489672674,345
KEY-PNC,KEY,PNC,0.004446365650050664,404,0.09862151489672674,346
ALL-PNW,ALL,PNW,0.004464230716324787,404,0.09862151489672674,347
HBAN-HLT,HBAN,HLT,0.004485018307190834,404,0.09862151489672674,348
KHC-MCK,KHC,MCK,0.004498587782664055,403,0.09862151489672674,349
LII-TYL,LII,TYL,0.004506450756250329,404,0.09862151489672674,350
APD-SPG,APD,SPG,0.004512896920104235,404,0.09862151489672674,351
ITW-NCLH,ITW,NCLH,0.004530137797722958,404,0.09862151489672674,352
BIIB-MRK,BIIB,MRK,0.004534341851574489,403,0.09862151489672674,353
ES-RMD,ES,RMD,0.0045629203963498165,404,0.09862151489672674,354
DE-V,DE,V,0.004574176156759059,403,0.09862151489672674,355
GILD-PLTR,GILD,PLTR,0.00457897849501702,404,0.09862151489672674,356
ALL-ETR,ALL,ETR,0.0045940989400139794,403,0.09862151489672674,357
BR-LH,BR,LH,0.004597401964972775,404,0.09862151489672674,358
ALGN-DTE,ALGN,DTE,0.004615421408564798,404,0.09862151489672674,359
LII-SPG,LII,SPG,0.004635244658670795,404,0.09862151489672674,360
ICE-VZ,ICE,VZ,0.004651453816399942,403,0.09862151489672674,361
DHR-EG,DHR,EG,0.004669468038607116,404,0.09862151489672674,362
KKR-PNC,KKR,PNC,0.0046796373008419516,404,0.09862151489672674,363
DLR-TSLA,DLR,TSLA,0.004683027369833939,403,0.09862151489672674,364
EQT-KHC,EQT,KHC,0.004684181798941761,403,0.09862151489672674,365
