Time,Open,High,Low,Close,Volume
2023-08-29 09:30:00,394.20001220703125,399.3861083984375,393.2699890136719,399.3699951171875,261056
2023-08-29 10:30:00,399.3399963378906,402.44000244140625,399.18499755859375,401.95001220703125,277040
2023-08-29 11:30:00,402.04998779296875,404.58990478515625,401.8399963378906,404.3949890136719,187906
2023-08-29 12:30:00,404.4849853515625,405.19000244140625,403.29998779296875,405.19000244140625,142020
2023-08-29 13:30:00,405.17999267578125,405.6000061035156,403.0299987792969,403.9599914550781,180700
2023-08-29 14:30:00,404.0,405.031005859375,403.0299987792969,404.75,203930
2023-08-29 15:30:00,404.74249267578125,405.6199951171875,404.2200012207031,404.30999755859375,245565
2023-08-30 09:30:00,403.8699951171875,407.8500061035156,403.4549865722656,406.20001220703125,254095
2023-08-30 10:30:00,406.1449890136719,409.7900085449219,406.1449890136719,409.2250061035156,257355
2023-08-30 11:30:00,409.2300109863281,412.30999755859375,408.6600036621094,412.2149963378906,226664
2023-08-30 12:30:00,412.2300109863281,413.9700012207031,412.2200012207031,413.1000061035156,175434
2023-08-30 13:30:00,413.0199890136719,414.32000732421875,412.81500244140625,413.80999755859375,183474
2023-08-30 14:30:00,413.68499755859375,415.5899963378906,413.67498779296875,414.45001220703125,199201
2023-08-30 15:30:00,414.5589904785156,415.2699890136719,412.8699951171875,413.2699890136719,332515
2023-08-31 09:30:00,414.04998779296875,417.2850036621094,412.79998779296875,413.0199890136719,206826
2023-08-31 10:30:00,412.7799987792969,414.92999267578125,412.6720886230469,413.9100036621094,154162
2023-08-31 11:30:00,413.9800109863281,414.1000061035156,412.44000244140625,413.4150085449219,81637
2023-08-31 12:30:00,413.4150085449219,413.95001220703125,412.3550109863281,413.8900146484375,84676
2023-08-31 13:30:00,413.9800109863281,414.04998779296875,412.4700012207031,412.739990234375,103258
2023-08-31 14:30:00,412.6401062011719,412.7449951171875,411.3299865722656,411.6099853515625,121531
2023-08-31 15:30:00,411.6549987792969,412.3999938964844,410.67999267578125,410.95001220703125,308403
2023-09-01 09:30:00,414.6700134277344,417.2799987792969,414.5799865722656,416.1000061035156,216481
2023-09-01 10:30:00,416.125,416.8999938964844,415.09478759765625,416.7149963378906,143471
2023-09-01 11:30:00,416.70001220703125,417.8399963378906,415.610107421875,417.8399963378906,121223
2023-09-01 12:30:00,417.864990234375,418.6499938964844,417.489990234375,418.3500061035156,90127
2023-09-01 13:30:00,418.1000061035156,419.1499938964844,417.8399963378906,418.7250061035156,98176
2023-09-01 14:30:00,418.75,419.29998779296875,418.260009765625,418.8699951171875,111079
2023-09-01 15:30:00,418.80499267578125,419.3999938964844,418.010009765625,418.9100036621094,238534
2023-09-05 09:30:00,420.8999938964844,423.34991455078125,416.2300109863281,416.6700134277344,398932
2023-09-05 10:30:00,416.8599853515625,418.95001220703125,415.6000061035156,418.19000244140625,125754
2023-09-05 11:30:00,418.243408203125,418.8599853515625,415.80999755859375,416.5249938964844,115963
