Time,Open,High,Low,Close,Volume
2023-08-29 09:30:00,416.0,422.68499755859375,414.5,422.3699951171875,928928
2023-08-29 10:30:00,422.3900146484375,426.260009765625,422.375,425.05999755859375,624617
2023-08-29 11:30:00,425.0400085449219,426.7799987792969,424.8399963378906,426.32000732421875,494775
2023-08-29 12:30:00,426.4800109863281,427.0,425.29998779296875,426.7300109863281,228105
2023-08-29 13:30:00,426.7200012207031,429.2049865722656,426.3700866699219,428.75,309655
2023-08-29 14:30:00,428.69000244140625,432.0,428.6499938964844,431.7040100097656,508261
2023-08-29 15:30:00,431.5899963378906,432.1700134277344,429.79998779296875,429.8999938964844,563049
2023-08-30 09:30:00,430.8500061035156,438.1600036621094,428.3500061035156,432.9200134277344,1187318
2023-08-30 10:30:00,432.8900146484375,436.2799987792969,432.70001220703125,435.806884765625,527689
2023-08-30 11:30:00,435.4700012207031,437.32000732421875,434.8999938964844,436.1099853515625,294029
2023-08-30 12:30:00,436.0799865722656,437.0098876953125,434.74481201171875,435.2900085449219,249308
2023-08-30 13:30:00,435.2900085449219,435.79998779296875,432.360107421875,433.2099914550781,233719
2023-08-30 14:30:00,433.17999267578125,436.32000732421875,433.1700134277344,435.17999267578125,309600
2023-08-30 15:30:00,435.19000244140625,435.8457946777344,433.9100036621094,434.82000732421875,381416
2023-08-31 09:30:00,431.2300109863281,436.9223937988281,431.2300109863281,436.8299865722656,794450
2023-08-31 10:30:00,436.7300109863281,437.1499938964844,434.5010070800781,435.4800109863281,422975
2023-08-31 11:30:00,435.5849914550781,436.0899963378906,432.6099853515625,433.3999938964844,350495
2023-08-31 12:30:00,433.31500244140625,433.95001220703125,431.510009765625,433.7300109863281,359149
2023-08-31 13:30:00,433.8800048828125,435.8999938964844,433.7099914550781,435.239990234375,308618
2023-08-31 14:30:00,435.25,435.5,433.79998779296875,434.8999938964844,296232
2023-08-31 15:30:00,434.9150085449219,435.8800048828125,433.6099853515625,433.6099853515625,471688
2023-09-01 09:30:00,437.5199890136719,445.5,435.92999267578125,443.68341064453125,1791736
2023-09-01 10:30:00,443.55999755859375,443.68670654296875,440.0,441.19000244140625,514868
2023-09-01 11:30:00,441.1600036621094,442.7799987792969,438.69000244140625,442.2900085449219,375153
2023-09-01 12:30:00,442.32000732421875,444.57000732421875,441.9100036621094,442.06500244140625,426297
2023-09-01 13:30:00,442.05999755859375,443.0899963378906,438.7900085449219,439.1300048828125,376382
2023-09-01 14:30:00,439.1050109863281,440.510009765625,438.1600036621094,440.2799987792969,373674
2023-09-01 15:30:00,440.2900085449219,440.55999755859375,439.0299987792969,440.0400085449219,412472
2023-09-05 09:30:00,438.3900146484375,449.3999938964844,438.0,448.056884765625,1499818
2023-09-05 10:30:00,447.8800048828125,453.45001220703125,447.70001220703125,451.4150085449219,1233149
2023-09-05 11:30:00,451.42999267578125,451.57501220703125,448.6499938964844,450.3599853515625,526348
2023-09-05 12:30:00,450.32000732421875,452.1000061035156,448.9599914550781,449.57000732421875,343065
2023-09-05 13:30:00,449.5299987792969,452.0799865722656,448.9800109863281,451.739990234375,435934
2023-09-05 14:30:00,451.739990234375,452.6000061035156,450.1499938964844,450.5,592661
2023-09-05 15:30:00,450.5,451.3599853515625,448.1499938964844,448.7300109863281,780032
2023-09-06 09:30:00,448.6099853515625,451.3900146484375,445.30999755859375,446.5,1076102
2023-09-06 10:30:00,446.3399963378906,449.5150146484375,443.95001220703125,446.17999267578125,563916
2023-09-06 11:30:00,446.0899963378906,446.3598937988281,441.3590087890625,441.3800048828125,370901
2023-09-06 12:30:00,441.3800048828125,444.07000732421875,440.489990234375,442.94000244140625,464428
2023-09-06 13:30:00,443.1899108886719,443.75,441.67999267578125,443.239990234375,284826
2023-09-06 14:30:00,443.2900085449219,444.96990966796875,442.9700012207031,443.80999755859375,366283
2023-09-06 15:30:00,443.8999938964844,446.58990478515625,443.8999938964844,445.7699890136719,426350
2023-09-07 09:30:00,441.1499938964844,441.70001220703125,436.70001220703125,440.0150146484375,985376
2023-09-07 10:30:00,440.7300109863281,441.64990234375,438.8599853515625,440.739990234375,332890
2023-09-07 11:30:00,440.2049865722656,442.1050109863281,438.760986328125,440.9100036621094,250407
2023-09-07 12:30:00,440.7449951171875,443.1499938964844,440.7449951171875,442.8800048828125,187176
2023-09-07 13:30:00,443.07000732421875,444.44989013671875,442.3700866699219,443.8500061035156,243973
2023-09-07 14:30:00,443.7699890136719,444.6000061035156,442.70001220703125,443.3999938964844,196640
2023-09-07 15:30:00,443.45001220703125,443.6700134277344,442.1400146484375,443.1000061035156,300241
2023-09-08 09:30:00,443.55999755859375,446.80999755859375,442.20001220703125,443.4200134277344,668799
2023-09-08 10:30:00,443.4053039550781,444.1000061035156,438.8500061035156,442.5299987792969,404522
2023-09-08 11:30:00,442.57000732421875,443.2099914550781,440.80999755859375,442.7300109863281,242526
2023-09-08 12:30:00,442.6199951171875,443.1661071777344,441.44000244140625,442.5299987792969,205071
2023-09-08 13:30:00,442.6000061035156,443.75,441.8999938964844,442.6000061035156,215212
2023-09-08 14:30:00,442.6899108886719,443.2300109863281,440.79998779296875,441.4804992675781,226294
2023-09-08 15:30:00,441.3699951171875,443.0299987792969,441.0199890136719,442.8299865722656,354971
2023-09-11 09:30:00,443.07000732421875,449.8900146484375,443.0400085449219,447.0,824190
2023-09-11 10:30:00,446.9700012207031,447.04998779296875,443.0400085449219,445.0400085449219,374762
2023-09-11 11:30:00,445.0,446.0,443.6199951171875,444.4700012207031,198544
2023-09-11 12:30:00,444.6099853515625,444.79998779296875,442.75,444.1600036621094,214774
2023-09-11 13:30:00,444.2699890136719,447.2099914550781,444.2699890136719,447.2099914550781,234275
2023-09-11 14:30:00,447.239990234375,448.0,445.54998779296875,446.9849853515625,247997
2023-09-11 15:30:00,446.8299865722656,447.0,444.8100891113281,445.3599853515625,357924
2023-09-12 09:30:00,442.8500061035156,445.4399108886719,440.739990234375,442.3599853515625,527650
2023-09-12 10:30:00,442.25,443.1700134277344,440.260009765625,441.5249938964844,333956
2023-09-12 11:30:00,441.5899963378906,442.67999267578125,441.0,442.17999267578125,173017
2023-09-12 12:30:00,441.9700012207031,442.80999755859375,440.92999267578125,441.1199951171875,164948
2023-09-12 13:30:00,441.2699890136719,441.7099914550781,438.4620056152344,439.4200134277344,219689
2023-09-12 14:30:00,439.30999755859375,439.44000244140625,435.1499938964844,435.51348876953125,448948
2023-09-12 15:30:00,435.6099853515625,435.6099853515625,434.1199951171875,434.6199951171875,706490
2023-09-13 09:30:00,435.5,438.3999938964844,429.1700134277344,432.57000732421875,912387
2023-09-13 10:30:00,432.739990234375,437.58990478515625,432.1199951171875,436.67999267578125,717239
2023-09-13 11:30:00,436.7488098144531,437.2799987792969,415.3399963378906,416.70001220703125,3148152
2023-09-13 12:30:00,416.875,420.1499938964844,414.80999755859375,418.79998779296875,1869886
2023-09-13 13:30:00,418.7200012207031,421.5450134277344,414.5199890136719,416.1099853515625,1282749
2023-09-13 14:30:00,416.1400146484375,416.1700134277344,411.05999755859375,412.7900085449219,1791632
2023-09-13 15:30:00,412.8999938964844,413.30999755859375,410.69000244140625,412.2799987792969,1379094
2023-09-14 09:30:00,407.0,407.2900085449219,401.80999755859375,405.3800048828125,3561575
2023-09-14 10:30:00,405.32501220703125,407.8800048828125,404.1400146484375,404.45001220703125,1289311
2023-09-14 11:30:00,404.4949951171875,405.7200012207031,402.79998779296875,403.79998779296875,936806
2023-09-14 12:30:00,403.7001037597656,404.409912109375,402.2900085449219,403.8299865722656,864119
2023-09-14 13:30:00,403.95001220703125,403.9800109863281,401.4100036621094,401.7250061035156,808945
2023-09-14 14:30:00,401.6499938964844,403.0,401.3999938964844,402.07000732421875,836881
2023-09-14 15:30:00,402.0950012207031,402.3299865722656,400.0,400.489990234375,1565130
2023-09-15 09:30:00,401.0,404.69970703125,399.2944030761719,402.8800048828125,2752701
2023-09-15 10:30:00,402.7074890136719,402.7149963378906,396.510009765625,397.4371032714844,1223133
2023-09-15 11:30:00,397.31500244140625,397.75,395.0299987792969,396.9700012207031,1014124
2023-09-15 12:30:00,397.0,399.32989501953125,395.1199951171875,395.5,646741
2023-09-15 13:30:00,395.5799865722656,396.9100036621094,395.32000732421875,395.69000244140625,436218
2023-09-15 14:30:00,395.7007141113281,398.0199890136719,395.5299987792969,397.2200012207031,512370
2023-09-15 15:30:00,397.20001220703125,397.8999938964844,396.5400085449219,397.02899169921875,1069571
2023-09-18 09:30:00,395.5,399.4649963378906,394.010009765625,396.5899963378906,1025586
2023-09-18 10:30:00,396.5899963378906,396.95001220703125,392.6000061035156,396.8349914550781,787190
2023-09-18 11:30:00,396.88970947265625,397.70989990234375,395.20001220703125,395.60931396484375,445731
2023-09-18 12:30:00,395.6099853515625,395.8800048828125,393.7300109863281,394.4750061035156,425063
